,NAME,PRICE,RATINGS,LINK
132,HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,"₹55,490",4.4,/hp-ryzen-7-octa-core-5700u-8-gb-512-gb-ssd-windows-10-home-14s-fq1083au-thin-light-laptop/p/itm261755e4f25dc?pid=COMG89QW8HCXAYTY&lid=LSTCOMG89QW8HCXAYTYNPBBCH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_133&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMG89QW8HCXAYTY.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
133,DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"₹42,190",4.2,/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_134&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMG9NYDK7VGYKU4.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
134,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/A,"₹92,900",4.7,/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgn93hn-a/p/itmb53580bb51a7e?pid=COMFXEKMXWUMGPHW&lid=LSTCOMFXEKMXWUMGPHWKF7Y8O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_135&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMFXEKMXWUMGPHW.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
135,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,"₹49,290",4.1,/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itme452336a0b00d?pid=COMG9QVUMZYBEABM&lid=LSTCOMG9QVUMZYBEABM6ITDZR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_136&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMG9QVUMZYBEABM.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
136,ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB531WS Thi...,"₹54,990",4.4,/asus-vivobook-ultra-14-2021-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb531ws-thin-light-laptop/p/itma1fc0024c06bb?pid=COMG87FFQSKZDHTT&lid=LSTCOMG87FFQSKZDHTTYTVK3K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_137&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMG87FFQSKZDHTT.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
137,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹59,990",4.5,/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn258t-laptop/p/itm834e03127f443?pid=COMGFVWMDZPGK4WR&lid=LSTCOMGFVWMDZPGK4WRWRM8ES&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_138&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMGFVWMDZPGK4WR.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
138,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹78,990",4.8,/lenovo-ideapad-gaming-3-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmdebb63323fc64?pid=COMGCFNZUUHGWNRZ&lid=LSTCOMGCFNZUUHGWNRZLZK9FL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_139&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMGCFNZUUHGWNRZ.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
139,DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5...,"₹74,490",4.1,/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5511-gaming-laptop/p/itmdcffc4f447b58?pid=COMGCNDPWEJ4HZZV&lid=LSTCOMGCNDPWEJ4HZZVH8LIHU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_140&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMGCNDPWEJ4HZZV.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
140,ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC512WS 2 in 1 Lapt...,"₹62,990",4.8,/asus-vivobook-flip-14-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-tp470ea-ec512ws-2-1-laptop/p/itm66482f02fdcf3?pid=COMGARNUPNRQMWGD&lid=LSTCOMGARNUPNRQMWGDECWRFT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_141&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMGARNUPNRQMWGD.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
141,APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A,"₹1,08,990",4.7,/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgn73hn-a/p/itm37da92e833fa3?pid=COMFXEKM8GQJW5DE&lid=LSTCOMFXEKM8GQJW5DEWZL2XD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_142&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMFXEKM8GQJW5DE.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
142,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"₹76,090",4.2,/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5410-2-1-laptop/p/itm73b71e2dbb41c?pid=COMG9ETA9GRZQ9XY&lid=LSTCOMG9ETA9GRZQ9XYBA1CFZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_143&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMG9ETA9GRZQ9XY.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
143,ASUS VivoBook 14 (2021) Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thi...,"₹41,990",4.7,/asus-vivobook-14-2021-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-11-home-m415da-eb712ws-thin-light-laptop/p/itm291ea229a80a6?pid=COMGCG2GZKRCJUBZ&lid=LSTCOMGCG2GZKRCJUBZ1XPKVP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_144&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=039ea65c-376a-45d8-a8d1-5c3c5d0dcc54.COMGCG2GZKRCJUBZ.SEARCH&ppt=None&ppn=None&ssid=f7oxr5mjps0000001656247825600&qH=312f91285e048e09
144,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,"₹42,890",None,/dell-vostro-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-3400-thin-light-laptop/p/itmdbe71fb69fada?pid=COMGBUKJRGHNGGZE&lid=LSTCOMGBUKJRGHNGGZEJ9QOYM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_145&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMGBUKJRGHNGGZE.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
145,ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB533WS Thi...,"₹54,990",4.4,/asus-vivobook-ultra-14-2021-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb533ws-thin-light-laptop/p/itm8290548fba964?pid=COMG87FFMMY7KSHH&lid=LSTCOMG87FFMMY7KSHHR7M3PU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_146&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG87FFMMY7KSHH.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
146,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,"₹50,990",5,/lenovo-ideapad-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-3-14alc6ub-thin-light-laptop/p/itm793c29c5db367?pid=COMG99KMN9BS6C7Z&lid=LSTCOMG99KMN9BS6C7ZWV0HIF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_147&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG99KMN9BS6C7Z.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
147,acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,"₹52,966",4,/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-a515-56-thin-light-laptop/p/itm07ce514e25a5d?pid=COMG69G2FNSS2MB2&lid=LSTCOMG69G2FNSS2MB2IKXJ6G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_148&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG69G2FNSS2MB2.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
148,APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNA3HN/A,"₹1,08,990",4.7,/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgna3hn-a/p/itm8279ecf48f54f?pid=COMFXEKMADKVCFYT&lid=LSTCOMFXEKMADKVCFYTMC7FBI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_149&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMFXEKMADKVCFYT.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
149,Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14 ITL 6 Thin and L...,"₹53,990",4.3,/lenovo-ideapad-slim-3i-2021-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-14-itl-6-thin-light-laptop/p/itm39f87693ddf74?pid=COMG3TZGGX26VVHY&lid=LSTCOMG3TZGGX26VVHYVYPNGK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_150&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG3TZGGX26VVHY.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
150,Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15IML05 Thin and Light Laptop,"₹48,490",4.1,/lenovo-ideapad-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-15iml05-thin-light-laptop/p/itmf308864edc628?pid=COMG6AKVPSUC8F8N&lid=LSTCOMG6AKVPSUC8F8NNVKBZV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_151&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG6AKVPSUC8F8N.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
151,APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK183HN/A,"₹2,25,990",4.8,/apple-2021-macbook-pro-m1-16-gb-512-gb-ssd-mac-os-monterey-mk183hn-a/p/itm50d993356f048?pid=COMG7X7HZZC4ZGDW&lid=LSTCOMG7X7HZZC4ZGDWMYHISA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_152&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG7X7HZZC4ZGDW.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
152,ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100FKA-BP1104W Laptop,"₹29,490",4.6,/asus-2022-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-br1100fka-bp1104w-laptop/p/itme6d3adf855c5f?pid=COMGCV52JNQGDZJY&lid=LSTCOMGCV52JNQGDZJYOK2ZAN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_153&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMGCV52JNQGDZJY.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
153,MSI GF63 Thin Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹64,990",4.5,/msi-gf63-thin-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-10uc-607in-gaming-laptop/p/itm92565651dc3ed?pid=COMG5AWT9CKRMEFU&lid=LSTCOMG5AWT9CKRMEFUII4XPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_154&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG5AWT9CKRMEFU.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
154,HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop,"₹38,990",4.4,/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-14s-fq1089au-thin-light-laptop/p/itm30e084d034979?pid=COMGAY9Y7WXZYFDA&lid=LSTCOMGAY9Y7WXZYFDAYEJGOH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_155&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMGAY9Y7WXZYFDA.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
155,HP Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 250 G8 Laptop,"₹38,970",None,/hp-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-250-g8-laptop/p/itm9e7a332df686d?pid=COMGCNKBKK3YE6AG&lid=LSTCOMGCNKBKK3YE6AGUGJLUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_156&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMGCNKBKK3YE6AG.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
156,ASUS VivoBook 15 (2022) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and L...,"₹34,990",4.3,/asus-vivobook-15-2022-core-i3-11th-gen-4-gb-256-gb-ssd-windows-10-home-x515ea-ej302ts-thin-light-laptop/p/itm8f1295ecb07ca?pid=COMG6AG739SSHNMH&lid=LSTCOMG6AG739SSHNMHUX9IQD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_157&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG6AG739SSHNMH.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
157,HP Pavilion Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2036TU Thin and Light Laptop,"₹73,190",None,/hp-pavilion-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-eg2036tu-thin-light-laptop/p/itm00b14125f3444?pid=COMGDTTDZ8DJESMA&lid=LSTCOMGDTTDZ8DJESMAWSTDYS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_158&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMGDTTDZ8DJESMA.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
158,ASUS Vivobook Gaming Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,"₹53,990",4.4,/asus-vivobook-gaming-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-f571lh-bq429t-laptop/p/itm2a60eaf23510e?pid=COMG5QHNJD7DMG8E&lid=LSTCOMG5QHNJD7DMG8EKYOAGS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_159&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG5QHNJD7DMG8E.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
159,APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYD82HN/A,"₹1,16,990",4.7,/apple-2020-macbook-pro-m1-8-gb-256-gb-ssd-mac-os-big-sur-myd82hn-a/p/itmef224bcc599dc?pid=COMFXEKMTGHAGSVX&lid=LSTCOMFXEKMTGHAGSVXHVO7KQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_160&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMFXEKMTGHAGSVX.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
160,ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ521WS Thin and L...,"₹45,990",4.1,/asus-vivobook-15-2021-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-bq521ws-thin-light-laptop/p/itm3bebfc73c579e?pid=COMGB6DZZDDHEYGS&lid=LSTCOMGB6DZZDDHEYGS2AJDDY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_161&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMGB6DZZDDHEYGS.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
161,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook,"₹38,990",4.1,/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-10-3505-notebook/p/itm6db53ec102daa?pid=COMG24PG7EFFBSEV&lid=LSTCOMG24PG7EFFBSEVJV0I4V&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_162&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG24PG7EFFBSEV.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
162,HP OMEN 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"₹1,09,990",4.5,/hp-omen-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-15-en1036ax-gaming-laptop/p/itm5ff45c4c413c1?pid=COMG3US8DRUGZHED&lid=LSTCOMG3US8DRUGZHEDPKWSUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_163&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG3US8DRUGZHED.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
163,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,"₹92,900",4.7,/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgnd3hn-a/p/itma8a9681af6907?pid=COMFXEKM3S5BFS2G&lid=LSTCOMFXEKM3S5BFS2G8WU56Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_164&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMFXEKM3S5BFS2G.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
164,HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Light Laptop,"₹58,999",4.2,/hp-pavilion-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-14-dv1000tu-thin-light-laptop/p/itm13e54631e5634?pid=COMG87FPKWXY5FYZ&lid=LSTCOMG87FPKWXY5FYZLO0TQO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_165&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4fc5db4c-a0a1-4803-8eb8-03d3f157b81d.COMG87FPKWXY5FYZ.SEARCH&ppt=None&ppn=None&ssid=t4t6y86ftc0000001656247826544&qH=312f91285e048e09
